@relation 'city_day-weka.filters.unsupervised.attribute.Remove-R2,15-weka.filters.unsupervised.attribute.Remove-R13-weka.filters.unsupervised.attribute.ReplaceMissingValues-weka.filters.unsupervised.attribute.InterquartileRange-Rfirst-last-O3.0-E6.0-weka.filters.unsupervised.attribute.Remove-R14-15-weka.filters.unsupervised.attribute.NumericTransform-R8,11-12-Cjava.lang.Math-Mlog-weka.filters.unsupervised.attribute.NumericTransform-R2-7,9-10-Cjava.lang.Math-Mcbrt-weka.filters.unsupervised.attribute.Normalize-S1.0-T0.0-weka.filters.supervised.instance.SpreadSubsample-M-1.0-X0.0-S1'

@attribute City {Ahmedabad,Aizawl,Amaravati,Amritsar,Bengaluru,Bhopal,Brajrajnagar,Chandigarh,Chennai,Coimbatore,Delhi,Ernakulam,Gurugram,Guwahati,Hyderabad,Jaipur,Jorapokhar,Kochi,Kolkata,Lucknow,Mumbai,Patna,Shillong,Talcher,Thiruvananthapuram,Visakhapatnam}
@attribute PM2.5 numeric
@attribute PM10 numeric
@attribute NO numeric
@attribute NO2 numeric
@attribute NOx numeric
@attribute NH3 numeric
@attribute CO numeric
@attribute SO2 numeric
@attribute O3 numeric
@attribute Benzene numeric
@attribute Toluene numeric
@attribute AQI_Bucket {Poor,'Very Poor',Severe,Moderate,Satisfactory,Good}

@data
Gurugram,0.617897,0.489155,0.295025,0.40345,0.417421,0.388686,0.26241,0.143416,0.425407,0.064626,0.639541,Severe
Ahmedabad,0.444884,0.489155,0.602551,0.712217,0.711489,0.388686,0.934697,0.828709,0.54835,0.737923,0.882526,Severe
Ahmedabad,0.302632,0.489155,0.395489,0.496809,0.493645,0.388686,0.816301,0.593971,0.324025,0.585556,0.716735,Severe
Ahmedabad,0.468576,0.489155,0.331262,0.617896,0.437252,0.388686,0.767859,0.799957,0.55116,0.555536,0.714396,Severe
Ahmedabad,0.518265,0.489155,0.417706,0.447102,0.566733,0.388686,0.831424,0.809972,0.525697,0.709231,0.78117,Severe
Ahmedabad,0.439627,0.489155,0.383724,0.567554,0.435772,0.388686,0.807981,0.707169,0.576508,0.768664,0.760638,Severe
Delhi,0.612817,0.714957,0.696527,0.607008,0.723591,0.474217,0.568892,0.501559,0.828496,0.657644,0.765528,Severe
Ahmedabad,0.370038,0.489155,0.440546,0.445331,0.497663,0.388686,0.846231,0.581073,0.496534,0.57185,0.817427,Severe
Lucknow,0.639398,0.489155,0.213614,0.291134,0.217281,0.388686,0.503345,0.320076,0.415665,0.706313,0.706339,Severe
Lucknow,0.678596,0.489155,0.373791,0.531158,0.475832,0.508239,0.532963,0.341787,0.442111,0.552101,0.594241,Severe
Ahmedabad,0.338782,0.536137,0.396241,0.434882,0.508457,0.388686,0.816826,0.605881,0.535997,0.500299,0.752668,Severe
Delhi,0.659921,0.736692,0.516112,0.535685,0.63036,0.512091,0.561129,0.51732,0.680046,0.587457,0.673764,Severe
Delhi,0.663649,0.771389,0.721624,0.684541,0.803948,0.566581,0.596338,0.534809,0.788433,0.627012,0.738188,Severe
Ahmedabad,0.473676,0.489155,0.395489,0.680061,0.490148,0.388686,0.816301,0.789082,0.602569,0.555536,0.714396,Severe
Patna,0.639202,0.489155,0.330018,0.365191,0.327202,0.388686,0.546554,0.60165,0.496534,0.567715,0.735953,Severe
Delhi,0.648959,0.784032,0.594319,0.555138,0.684768,0.525744,0.574631,0.426432,0.53259,0.633392,0.807214,Severe
Ahmedabad,0.459706,0.489155,0.26735,0.474959,0.422369,0.388686,0.710621,0.597958,0.471226,0.595012,0.723059,Severe
Ahmedabad,0.338176,0.46817,0.39174,0.767271,0.677819,0.388686,0.813674,0.585483,0.634971,0.599928,0.837031,Severe
Ahmedabad,0.294502,0.489155,0.455769,0.768882,0.671527,0.388686,0.855718,0.689542,0.575894,0.557208,0.688011,Severe
Jorapokhar,0.398158,0.807004,0.23637,0.25535,0.440314,0.243169,0.558343,0.69372,0.356579,0.545059,0.639541,Severe
Lucknow,0.667124,0.489155,0.599963,0.60918,0.67914,0.443484,0.55855,0.50334,0.447591,0.630741,0.783394,Severe
Hyderabad,0.653744,0.467595,0.164366,0.094143,0.189404,0.295121,0.464807,0.339137,0.536568,0.435673,0.5998,Severe
Patna,0.632952,0.489155,0.268347,0.350109,0.30845,0.388686,0.579711,0.494171,0.496534,0.550843,0.729281,Severe
Ahmedabad,0.439913,0.489155,0.470924,0.733046,0.661771,0.388686,0.864879,0.752342,0.62633,0.669081,0.824475,Severe
Ahmedabad,0.360257,0.494054,0.344561,0.383534,0.412145,0.388686,0.778536,0.632721,0.431483,0.442396,0.750668,Severe
Delhi,0.804403,0.82616,0.730385,0.688946,0.628781,0.57804,0.552266,0.484968,0.488376,0.633705,0.722216,Severe
Ahmedabad,0.467284,0.489155,0.468386,0.451083,0.601295,0.388686,0.863364,0.64719,0.546236,0.712733,0.832385,Severe
Talcher,0.453466,0.800717,0.410258,0.413158,0.416356,0.253879,0.594822,0.513661,0.313367,?,0.639541,Severe
Patna,0.659478,0.489155,0.742438,0.513914,0.835449,0.388686,0.588848,0.268903,0.369694,0.313951,0.441598,Severe
Lucknow,0.77123,0.489155,0.64703,0.584042,0.702605,0.484077,0.575741,0.395705,0.442489,0.593581,0.584347,Severe
Guwahati,0.272143,0.973148,0.255071,0.283066,0.410217,0.2113,0.398158,0.369499,0.373853,0.31068,0.639541,Severe
Ahmedabad,0.279382,0.489155,0.445375,0.763247,0.664256,0.388686,0.849272,0.661115,0.507264,0.557208,0.688011,Severe
Gurugram,0.978324,0.489155,0.108679,0.419217,0.440314,0.388686,0.455708,0.208818,0.470834,?,?,Severe
Kolkata,0.58778,0.722142,0.687077,0.60452,0.814525,0.52052,0.493145,0.340536,0.494021,0.707406,0.725777,Severe
Talcher,0.447911,0.768917,0.346479,0.085901,0.380641,0.245351,0.535721,0.482764,0.325575,0.545059,0.639541,Severe
Delhi,0.532752,0.720233,0.549065,0.550672,0.652381,0.474946,0.551336,0.36986,0.531297,0.628014,0.731607,Severe
Lucknow,0.683427,0.489155,0.277329,0.360446,0.280302,0.388686,0.494782,0.323164,0.613799,0.545059,0.639541,Severe
Delhi,0.800848,0.801782,0.674321,0.735594,0.675239,0.656798,0.575741,0.522592,0.740287,0.658207,0.760048,Severe
Ahmedabad,0.527457,0.489155,0.220855,0.445686,0.47376,0.388686,0.661049,0.61718,0.390731,0.676938,0.77761,Severe
Ahmedabad,0.416551,0.489155,0.381217,0.512825,0.494259,0.388686,0.806178,0.600571,0.171571,0.597502,0.781641,Severe
Ahmedabad,0.594963,0.489155,0.706709,0.521186,0.809984,0.388686,0.980514,0.458725,0.511762,0.478288,0.544846,Severe
Hyderabad,0.595003,0.489155,0.225605,0.255841,0.337648,0.388686,0.477099,0.29644,0.333135,0.214683,0.393422,Severe
Amritsar,0.64741,0.955202,0.335687,0.321906,0.445174,0.243718,0.558343,0.277352,0.477363,0.376956,0.516295,Severe
Ahmedabad,0.564455,0.489155,0.497461,0.443412,0.577371,0.388686,0.880291,0.653197,0.738014,0.356965,0.167062,Severe
Ahmedabad,0.309205,0.489155,0.512437,0.802117,0.712706,0.388686,0.888659,0.725138,0.545002,0.557208,0.688011,Severe
Ahmedabad,0.428338,0.489155,0.347114,0.738262,0.616808,0.388686,0.780544,0.824013,0.535777,0.68746,0.833883,Severe
Ahmedabad,0.408749,0.489155,0.347305,0.645825,0.456024,0.388686,0.780694,0.612291,0.549276,0.561373,0.753421,Severe
Patna,0.767299,0.489155,0.343595,0.256208,0.331106,0.388686,0.546063,0.541444,0.496534,0.561146,0.719723,Severe
Ahmedabad,0.420159,0.489155,0.370033,0.44256,0.45381,0.388686,0.798005,0.604622,0.363921,0.576774,0.782426,Severe
Patna,0.658732,0.489155,0.392658,0.169768,0.355195,0.388686,0.556793,0.575112,0.496534,0.571445,0.749532,Severe
Patna,0.705535,0.489155,0.409787,0.385112,0.407846,0.388686,0.613475,0.504091,0.581075,0.428428,0.575831,Severe
Ahmedabad,0.324007,0.449902,0.43545,0.493421,0.559339,0.388686,0.842989,0.685927,0.462401,0.500299,0.752668,Severe
Lucknow,0.614008,0.489155,0.353171,0.337924,0.223451,0.388686,0.755365,0.250216,0.519704,0.545059,0.639541,Severe
Ahmedabad,0.326056,0.436693,0.320924,0.541559,0.507159,0.388686,0.759294,0.623786,0.659789,0.500299,0.752668,Severe
Patna,0.752915,0.489155,0.638779,0.468415,0.735577,0.388686,0.594516,0.191266,0.362384,0.343934,0.455267,Severe
Ahmedabad,0.439287,0.489155,0.382127,0.536281,0.506953,0.388686,0.806834,0.231788,0.486379,0.650617,0.754025,Severe
Ahmedabad,0.655138,0.489155,0.318505,0.327797,0.437528,0.388686,0.757255,0.546469,0.526881,0.546698,0.630117,Severe
Ahmedabad,0.414586,0.489155,0.273528,0.578934,0.398799,0.388686,0.716643,0.628238,0.583146,0.560234,0.753421,Severe
Gurugram,0.54193,0.489155,0.240501,0.281525,0.361778,0.388686,0.462607,0.340536,0.379688,0.528955,0.739034,Severe
Ahmedabad,0.527202,0.489155,0.414128,0.450301,0.569681,0.388686,0.829038,0.464892,0.791236,0.732524,0.812399,Severe
Ahmedabad,0.342264,0.492492,0.375231,0.711138,0.630493,0.388686,0.801831,0.817215,0.595903,0.60097,0.838003,Severe
Delhi,0.619927,0.71383,0.400062,0.534772,0.460098,0.546185,0.434648,0.449641,0.51647,0.559545,0.612662,Severe
Ahmedabad,0.35651,0.50208,0.373624,0.643173,0.590752,0.388686,0.800653,0.860616,0.558008,0.775374,0.73812,Severe
Gurugram,0.723522,0.489155,0.464625,0.36487,0.442984,0.388686,0.547529,0.403257,0.387543,?,0.639541,Severe
Gurugram,0.872037,0.489155,0.240621,0.281422,0.440314,0.388686,0.558343,0.326501,0.351463,0.552351,0.762489,Severe
Delhi,0.772422,0.822655,0.764068,0.668628,0.772328,0.635185,0.558984,0.716507,0.835838,0.640339,0.71622,Severe
Ahmedabad,0.441126,0.489155,0.424612,0.687288,0.629494,0.388686,0.835977,0.941916,0.676381,0.681228,0.840599,Severe
Ahmedabad,0.331558,0.489155,0.399224,0.669841,0.590449,0.388686,0.818897,0.477094,0.21629,0.622423,0.797952,Severe
Ahmedabad,0.295903,0.355119,0.37178,0.638075,0.586991,0.388686,0.799296,0.753719,0.493559,0.442396,0.723219,Severe
Ahmedabad,0.375846,0.58443,0.424965,0.493568,0.548804,0.388686,0.836208,0.582065,0.51157,0.499424,0.751703,Severe
Delhi,0.628477,0.765814,0.650811,0.614065,0.75904,0.56402,0.568892,0.451986,0.752083,0.635664,0.739068,Severe
Ahmedabad,0.390004,0.489155,0.279937,0.586193,0.404373,0.388686,0.722769,0.691844,0.599129,0.557915,0.753103,Severe
Ahmedabad,0.467012,0.489155,0.375892,0.744148,0.62896,0.388686,0.802314,0.861658,0.512289,0.401291,0.593442,Severe
Lucknow,0.751781,0.489155,0.233379,0.389491,0.440314,0.388686,0.498763,0.246077,0.456655,0.532105,0.579815,Severe
Ahmedabad,0.333702,0.491591,0.427946,0.715217,0.658941,0.388686,0.838151,0.529016,0.455823,0.60097,0.838003,Severe
Ahmedabad,0.37453,0.489155,0.420645,0.642062,0.485145,0.388686,0.83337,0.67624,0.556577,0.561146,0.753537,Severe
Gurugram,0.673305,0.772267,0.423771,0.379923,0.496128,0.388686,0.577202,0.335593,0.402506,0.472602,0.568996,Severe
Ahmedabad,0.415223,0.489155,0.352123,0.557623,0.505474,0.388686,0.784446,0.339278,0.387703,0.563166,0.753968,Severe
Ahmedabad,0.410075,0.581664,0.406369,0.628128,0.568838,0.388686,0.8238,0.684049,0.548687,0.483648,0.754283,Severe
Ahmedabad,0.372987,0.489155,0.423015,0.741892,0.643055,0.388686,0.83493,0.869102,0.542562,0.660891,0.847487,Severe
Gurugram,0.780281,0.489155,0.307942,0.379505,0.403833,0.388686,0.572754,0.323775,0.419098,0.438251,0.590342,Severe
Delhi,0.719171,0.810115,0.531084,0.552751,0.653332,0.580928,0.557675,0.415417,0.705571,0.587798,0.70133,Severe
Ahmedabad,0.591289,0.489155,0.280306,0.323918,0.412456,0.388686,0.723118,0.4208,0.553695,0.50414,0.602896,Severe
Ahmedabad,0.39808,0.489155,0.312883,0.609082,0.426479,0.388686,0.752463,0.67968,0.552409,0.561599,0.753479,Severe
Ahmedabad,0.431137,0.489155,0.380141,0.618685,0.457376,0.388686,0.805401,0.687834,0.643923,0.561599,0.753652,Severe
Ahmedabad,0.38061,0.480254,0.450587,0.791713,0.72031,0.388686,0.852521,0.575378,0.415877,0.60097,0.838003,Severe
Ahmedabad,0.471956,0.489155,0.360061,0.70655,0.599829,0.388686,0.79053,0.76668,0.326565,0.682718,0.808261,Severe
Delhi,0.507128,0.691596,0.570703,0.614718,0.661186,0.445452,0.499541,0.491043,0.719227,0.475488,0.613572,Severe
Kolkata,0.649063,0.740682,0.718747,0.628685,0.864455,0.413822,0.507012,0.442297,0.466995,0.722391,0.799196,Severe
Ahmedabad,0.429406,0.489155,0.435535,0.663564,0.500669,0.388686,0.843043,0.790749,0.540578,0.560005,0.753421,Severe
Patna,0.658303,0.489155,0.364411,0.224026,0.344541,0.388686,0.590135,0.530754,0.496534,0.578296,0.756431,Severe
Ahmedabad,0.446506,0.489155,0.424567,0.622887,0.57386,0.388686,0.835948,0.719836,0.612844,0.562721,0.753824,Severe
Lucknow,0.689535,0.489155,0.661545,0.657979,0.254569,0.388686,0.592036,0.311951,0.559512,0.637181,0.714703,Severe
Ahmedabad,0.370578,0.445603,0.32988,0.660203,0.579897,0.388686,0.766727,0.943459,0.369869,0.500299,0.73846,Severe
Ahmedabad,0.348358,0.489155,0.532139,0.518026,0.578136,0.388686,0.899331,0.564488,0.427964,0.637382,0.836571,Severe
Ahmedabad,0.43943,0.489155,0.645706,0.607156,0.608044,0.388686,0.954516,0.779237,0.593734,0.555536,0.714396,Severe
Ahmedabad,0.378053,0.498005,0.31143,0.481031,0.444327,0.388686,0.751212,0.597809,0.669688,0.527012,0.787487,Severe
Delhi,0.698903,0.810971,0.412597,0.528013,0.545833,0.504873,0.534627,0.356193,0.497533,0.600673,0.755391,Severe
Ahmedabad,0.373784,0.489155,0.393622,0.532209,0.508526,0.388686,0.814996,0.873636,0.240077,0.593901,0.745944,Severe
Lucknow,0.704937,0.489155,0.453544,0.537406,0.559142,0.475793,0.513299,0.350187,0.591623,0.331484,0.441598,Severe
Patna,0.629366,0.54188,0.248535,0.475313,0.502001,0.505557,0.574631,0.361396,0.488114,0.553589,0.626698,Severe
Delhi,0.858163,0.938811,0.689773,0.668834,0.619873,0.620471,0.551802,0.472452,0.516752,0.614833,0.691383,Severe
Delhi,0.693538,0.807787,0.630196,0.566539,0.707357,0.526976,0.572754,0.432292,0.527787,0.635255,0.810728,Severe
Ahmedabad,0.505407,0.489155,0.466047,0.467767,0.609779,0.388686,0.861961,0.695549,0.528421,0.726137,0.843948,Severe
Ahmedabad,0.364867,0.489155,0.284493,0.481876,0.433767,0.388686,0.72705,0.788525,0.504076,0.562944,0.708839,Severe
Patna,0.656027,0.489155,0.408795,0.574675,0.46984,0.388686,0.577564,0.571306,0.565855,0.384795,0.535471,Severe
Delhi,0.613346,0.938102,0.280398,0.393893,0.424874,0.408049,0.43753,0.312602,0.536437,0.504973,0.637805,Severe
Delhi,0.692685,0.812571,0.692737,0.681196,0.709149,0.553425,0.53734,0.512804,0.73739,0.649568,0.737746,Severe
Lucknow,0.665926,0.489155,0.414912,0.510324,0.538609,0.511142,0.511935,0.363886,0.423233,0.469015,0.500752,Severe
Delhi,0.725924,0.872152,0.713978,0.688011,0.561667,0.623554,0.537875,0.471529,0.543464,0.617845,0.702831,Severe
Hyderabad,0.718474,0.453043,0.247512,0.339546,0.398522,0.287866,0.4872,0.345354,0.515856,0.460736,0.642188,Severe
Patna,0.675072,0.489155,0.378626,0.373186,0.383898,0.388686,0.585559,0.489178,0.537664,0.417447,0.58417,Severe
Patna,0.665317,0.489155,0.58782,0.477546,0.70033,0.388686,0.549925,0.336734,0.425204,0.350677,0.439948,Severe
Delhi,0.656804,0.819469,0.780277,0.700531,0.563255,0.541234,0.519859,0.500733,0.52207,0.611324,0.690367,Severe
Delhi,0.68381,0.760568,0.643248,0.647495,0.562476,0.536422,0.504089,0.467098,0.491291,0.61066,0.672191,Severe
Ahmedabad,0.453753,0.489155,0.40613,0.58904,0.457503,0.388686,0.823637,0.535723,0.533479,0.560005,0.753421,Severe
Ahmedabad,0.355325,0.465008,0.398928,0.761677,0.671233,0.388686,0.818691,0.603699,0.477581,0.60097,0.838003,Severe
Amritsar,0.634397,0.779001,0.399175,0.46401,0.570007,0.542779,0.479011,0.348456,0.3406,0.545364,0.618728,Severe
Ahmedabad,0.410948,0.489155,0.378626,0.774999,0.649845,0.388686,0.804304,0.788026,0.504519,0.697231,0.813405,Severe
Ahmedabad,0.472238,0.489155,0.501176,0.660287,0.63056,0.388686,0.882388,0.853155,0.553571,0.664329,0.703129,Severe
Delhi,0.668032,0.78836,0.600641,0.563473,0.684053,0.529161,0.566504,0.435792,0.519238,0.624286,0.791945,Severe
Gurugram,0.76866,0.489155,0.162111,0.288292,0.440314,0.388686,0.81208,0.329779,0.367758,0.521625,0.736266,Severe
Gurugram,0.823216,0.489155,0.238329,0.282041,0.360766,0.388686,0.532402,0.337869,0.408273,0.511378,0.725854,Severe
Kolkata,0.649141,0.740635,0.591615,0.691718,0.743935,0.40821,0.483641,0.430294,0.515241,0.723033,0.761753,Severe
Ahmedabad,0.362104,0.434779,0.441865,0.667555,0.641688,0.388686,0.847065,0.94537,0.373424,0.500299,0.73846,Severe
Ahmedabad,0.500683,0.489155,0.376552,0.465977,0.468479,0.388686,0.802795,0.552731,0.193377,0.640533,0.775835,Severe
Ahmedabad,0.430469,0.549206,0.387404,0.523163,0.5027,0.388686,0.810608,0.644104,0.542304,0.442396,0.769934,Severe
Delhi,0.487808,0.698767,0.690278,0.602893,0.467554,0.529919,0.459216,0.570334,0.519284,0.546167,0.701531,Severe
Gurugram,0.700647,0.241216,0.41334,0.386215,0.458637,0.388686,0.556793,0.335163,0.403329,0.404997,0.494474,Severe
Chennai,0.65039,0.489155,0.444034,0.502184,0.378316,0.298107,0.495591,0.496213,0.456714,0.545059,0.627258,Severe
Ahmedabad,0.465954,0.489155,0.445415,0.562387,0.553043,0.388686,0.849298,0.448291,0.532857,0.683698,0.778298,Severe
Delhi,0.525358,0.728731,0.521079,0.633973,0.536841,0.484895,0.477099,0.652315,0.538188,0.536344,0.68974,Severe
Ahmedabad,0.318846,0.489155,0.381592,0.381884,0.501651,0.388686,0.806449,0.396765,0.241397,0.576197,0.66687,Severe
Gurugram,0.681937,0.489155,0.238207,0.282041,0.440314,0.388686,0.558343,0.351113,0.352134,0.533641,0.748321,Severe
Ahmedabad,0.465793,0.489155,0.457935,0.643284,0.600441,0.388686,0.857044,0.841828,0.59482,0.745947,0.843345,Severe
Ahmedabad,0.391537,0.489155,0.293159,0.485643,0.363721,0.388686,0.735032,0.549964,0.491239,0.562049,0.753594,Severe
Ahmedabad,0.448877,0.489155,0.547959,0.490657,0.678413,0.388686,0.907639,0.617926,0.266298,0.673942,0.786703,Severe
Delhi,0.683098,0.779086,0.580713,0.556281,0.393976,0.606644,0.539461,0.437568,0.655244,0.610926,0.71378,Severe
Ahmedabad,0.339959,0.529442,0.414359,0.474407,0.537024,0.388686,0.829193,0.712863,0.616378,0.60097,0.838003,Severe
Ahmedabad,0.38033,0.470851,0.373234,0.394004,0.433767,0.388686,0.800367,0.716964,0.431285,0.485198,0.770199,Severe
Lucknow,0.667058,0.489155,0.633067,0.575992,0.690785,0.555509,0.560276,0.328742,0.465167,0.453827,0.554588,Severe
Ahmedabad,0.458567,0.489155,0.342429,0.408623,0.500106,0.388686,0.77685,0.722341,0.47351,0.646622,0.750311,Severe
Ahmedabad,0.459343,0.489155,0.410446,0.438203,0.560014,0.388686,0.826564,0.511747,0.433777,0.618705,0.667452,Severe
Gurugram,0.556556,0.678637,0.214632,0.466304,0.434562,0.388686,0.479954,0.574365,0.513674,0.494456,0.596598,Severe
Ahmedabad,0.44941,0.564082,0.602783,0.622698,0.671292,0.388686,0.934807,0.706519,0.574739,0.519522,0.773165,Severe
Ahmedabad,0.462605,0.489155,0.309268,0.729766,0.601514,0.388686,0.749341,0.899211,0.612878,0.672097,0.804933,Severe
Patna,0.65988,0.489155,0.343982,0.361299,0.358037,0.388686,0.575002,0.680574,0.574082,0.675018,0.772179,Severe
Lucknow,0.641937,0.489155,0.403141,0.573987,0.440314,0.388686,0.5661,0.359635,0.523039,0.506616,0.653634,Severe
Delhi,0.619918,0.724056,0.536262,0.560433,0.674329,0.478916,0.544577,0.536634,0.802733,0.62645,0.711456,Severe
Ahmedabad,0.402481,0.489155,0.496267,0.60671,0.521645,0.388686,0.879614,0.707494,0.613867,0.561599,0.753508,Severe
Ahmedabad,0.295167,0.489155,0.356767,0.671276,0.576258,0.388686,0.78802,0.797208,0.506922,0.633601,0.817977,Severe
Patna,0.629485,0.489155,0.600618,0.446262,0.6967,0.388686,0.569676,0.283066,0.310508,0.362856,0.470243,Severe
Hyderabad,0.832464,0.489155,0.241218,0.264864,0.349877,0.388686,0.438941,0.340815,0.511522,0.545059,0.639541,Severe
Ahmedabad,0.625528,0.489155,0.565234,0.519194,0.702837,0.388686,0.916462,0.773707,0.508383,0.795235,0.904682,Severe
Ahmedabad,0.38168,0.588086,0.447874,0.418918,0.541389,0.388686,0.850834,0.584451,0.44998,0.500299,0.752668,Severe
Lucknow,0.636741,0.489155,0.237964,0.285499,0.218948,0.388686,0.553645,0.311788,0.534321,0.545059,0.639541,Severe
Delhi,0.647887,0.787427,0.615392,0.566313,0.680265,0.515923,0.580064,0.434452,0.566331,0.644791,0.849259,Severe
Gurugram,0.454242,0.489155,0.214632,0.281112,0.440314,0.388686,0.398158,0.246077,0.388744,0.10243,0.54933,Severe
Ahmedabad,0.47338,0.489155,0.402947,0.907698,0.743648,0.388686,0.821461,0.841698,0.59895,0.772809,0.918485,Severe
Jorapokhar,0.398158,0.785595,0.240979,0.256208,0.440314,0.243991,?,0.752855,0.349436,0.545059,0.639541,Severe
Delhi,0.563949,0.688792,0.364702,0.478674,0.491246,0.427955,0.497189,0.413365,0.543507,0.555777,0.728944,Severe
Delhi,0.541214,0.697733,0.47445,0.537125,0.649887,0.540728,0.559847,0.437302,0.721238,0.544283,0.606731,Severe
Patna,0.63922,0.489155,0.58361,0.426221,0.675374,0.388686,0.571227,0.312439,0.355736,0.343934,0.449438,Severe
Lucknow,0.663185,0.489155,0.360002,0.324318,0.223451,0.388686,0.580767,0.330369,0.538711,0.545059,0.639541,Severe
Ahmedabad,0.394397,0.549253,0.357911,0.567132,0.513386,0.388686,0.788894,0.718543,0.564461,0.428428,0.754283,Severe
Gurugram,0.75391,0.489155,0.240261,0.281525,0.440314,0.388686,0.558343,0.291551,0.380354,0.537227,0.751791,Severe
Delhi,0.652755,0.782625,0.558545,0.587488,0.699503,0.490472,0.560704,0.413856,0.739356,0.553343,0.628479,Severe
Lucknow,0.630608,0.489155,0.434308,0.490249,0.509987,0.518402,0.54945,0.35542,0.517317,0.502877,0.470843,Severe
Patna,0.694747,0.489155,0.595461,0.477974,0.706051,0.388686,0.588524,0.301017,0.355642,0.373626,0.46964,Severe
Delhi,0.680929,0.760123,0.52335,0.547224,0.314714,0.579015,0.531272,0.442903,0.631244,0.591965,0.680436,Severe
Delhi,0.698903,0.812476,0.585109,0.588777,0.677531,0.540633,0.568498,0.441949,0.543378,0.63031,0.803477,Severe
Patna,0.559026,0.489155,0.322375,0.408153,0.491648,0.388686,0.502595,0.345626,0.405482,0.269485,0.398752,Severe
Ahmedabad,0.439054,0.489155,0.309035,0.747108,0.613314,0.388686,0.749139,0.823041,0.539755,0.401291,0.593442,Severe
Ahmedabad,0.453466,0.489155,0.372285,0.557186,0.560688,0.388686,0.799668,0.70124,0.491032,0.71415,0.811257,Severe
Ahmedabad,0.352209,0.55129,0.424036,0.749599,0.676088,0.388686,0.8356,0.63361,0.465282,0.60097,0.838003,Severe
Ahmedabad,0.470508,0.489155,0.319902,0.63058,0.540154,0.388686,0.758434,0.817598,0.541313,0.719115,0.833541,Severe
Ahmedabad,0.301428,0.489155,0.125106,0.378726,0.365708,0.388686,0.523603,0.414345,0.496534,?,?,Severe
Ahmedabad,0.319743,0.489155,0.419925,0.528851,0.522389,0.388686,0.832895,0.552846,0.129743,0.618705,0.788918,Severe
Lucknow,0.652139,0.489155,0.244049,0.495394,0.422764,0.451305,0.382387,0.339137,0.518583,?,?,Severe
Talcher,0.439251,0.778417,0.408322,0.194373,0.415081,0.253497,0.576839,0.453895,0.303146,?,0.639541,Severe
Delhi,0.523721,0.692054,0.585649,0.623382,0.708254,0.48208,0.507012,0.430658,0.784992,0.509027,0.664053,Severe
Ahmedabad,0.409035,0.489155,0.456079,0.659294,0.608282,0.388686,0.855908,0.823365,0.457306,0.756988,0.873433,Severe
Ahmedabad,0.440056,0.489155,0.402217,0.624698,0.56511,0.388686,0.82096,0.839412,0.607018,0.717263,0.858088,Severe
Ahmedabad,0.474035,0.489155,0.38436,0.747857,0.633911,0.388686,0.808436,0.862524,0.563502,0.401291,0.593442,Severe
Patna,0.647584,0.489155,0.581409,0.4831,0.698655,0.388686,0.593283,0.469051,0.340702,0.30377,0.422615,Severe
Delhi,0.544453,0.79812,0.741778,0.612924,0.658474,0.493084,0.548973,0.504567,0.481642,0.569598,0.652873,Severe
Delhi,0.68858,0.867724,0.542028,0.448202,0.663717,0.440711,0.749543,0.342892,0.528872,0.677786,0.728982,Severe
Delhi,0.735932,0.836325,0.667501,0.579584,0.739191,0.557667,0.595127,0.436593,0.535865,0.649304,0.830207,Severe
Ahmedabad,0.414905,0.489155,0.460236,0.559306,0.475754,0.388686,0.858447,0.61969,0.629365,0.557915,0.753103,Severe
Ahmedabad,0.62696,0.489155,0.520897,0.488087,0.656292,0.388686,0.893287,0.760724,0.489525,0.718151,0.801275,Severe
Ahmedabad,0.344289,0.489155,0.365166,0.571219,0.431081,0.388686,0.794379,0.610914,0.561454,0.562498,0.753479,Severe
Ahmedabad,0.350618,0.570354,0.377809,0.514117,0.522292,0.388686,0.803711,0.637013,0.593226,0.500299,0.752668,Severe
Ahmedabad,0.488677,0.489155,0.329393,0.598063,0.521062,0.388686,0.766328,0.810947,0.657733,0.716323,0.823418,Severe
Patna,0.624972,0.489155,0.392912,0.415505,0.404427,0.388686,0.516632,0.477245,0.621075,0.39611,0.573872,Severe
